date,type,year,avg_price,size,nb_sold
2015-02-08,organic,2015,1.48,large,273897.84
2015-02-01,organic,2015,1.36,large,259286.44
2015-01-25,organic,2015,1.53,large,212312.02
2015-01-18,organic,2015,1.42,large,311811.01
2015-01-11,organic,2015,1.42,large,260971.6
2015-01-04,organic,2015,1.46,large,216611.2
2016-12-25,organic,2016,1.34,large,250138.66
2016-12-18,organic,2016,1.43,large,248598.14
2016-12-11,organic,2016,1.42,large,248303.87
2016-12-04,organic,2016,1.56,large,242055.86
2016-11-27,organic,2016,1.64,large,198874.09
2016-11-20,organic,2016,1.63,large,233518.72
2016-11-13,organic,2016,1.7,large,257268.83
2016-11-06,organic,2016,1.68,large,266018.89
2016-10-30,organic,2016,1.93,large,279842.5
2016-10-23,organic,2016,1.63,large,241758.21
2016-10-16,organic,2016,1.5,large,243788.95
2016-10-09,organic,2016,1.52,large,266687.47
2016-10-02,organic,2016,1.71,large,272293.48
2016-09-25,organic,2016,1.69,large,272553.74
2016-09-18,organic,2016,1.67,large,266648.5
2016-09-11,organic,2016,1.52,large,334671.53
2016-09-04,organic,2016,1.54,large,344378.75
2016-08-28,organic,2016,1.49,large,316907.28
2016-08-21,organic,2016,1.51,large,308314.91
2016-08-14,organic,2016,1.48,large,341463.72
2016-08-07,organic,2016,1.55,large,332421.63
2016-07-31,organic,2016,1.58,large,328942.12
2016-07-24,organic,2016,1.65,large,343780.56
2016-07-17,organic,2016,1.63,large,359772.18
2016-07-10,organic,2016,1.51,large,355101.22
2016-07-03,organic,2016,1.47,large,381527.15
2016-06-26,organic,2016,1.5,large,391129.07
2016-06-19,organic,2016,1.45,large,445194.49
2016-06-12,organic,2016,1.45,large,403561.49
2016-06-05,organic,2016,1.43,large,410451.71
2016-05-29,organic,2016,1.41,large,468311.32
2016-05-22,organic,2016,1.36,large,455336.56
2016-05-15,organic,2016,1.45,large,437584.52
2016-05-08,organic,2016,1.3,large,443777.31
2016-05-01,organic,2016,1.28,large,484383.87
2016-04-24,organic,2016,1.25,large,524511.95
2016-04-17,organic,2016,1.38,large,388081.34
2016-04-10,organic,2016,1.26,large,400281.85
2016-04-03,organic,2016,1.44,large,371845.6
2016-03-27,organic,2016,1.44,large,338194.18
2016-03-20,organic,2016,1.27,large,352698.21
2016-03-13,organic,2016,1.29,large,346341.46
2016-03-06,organic,2016,1.28,large,351951.65
2016-02-28,organic,2016,1.44,large,347488.78
2016-02-21,organic,2016,1.45,large,281188.89
2016-02-14,organic,2016,1.37,large,306235.69
2016-02-07,organic,2016,1.44,large,290813.54
2016-01-31,organic,2016,1.43,large,269687.52
2016-01-24,organic,2016,1.41,large,270980.88
2016-01-17,organic,2016,1.44,large,266824.72
2016-01-10,organic,2016,1.35,large,287590.19
2016-01-03,organic,2016,1.43,large,246580.95
2017-12-31,organic,2017,1.52,large,248123.56
2017-12-24,organic,2017,1.64,large,247166.08
2017-12-17,organic,2017,1.57,large,248498.73
2017-12-10,organic,2017,1.54,large,258003.98
2017-12-03,organic,2017,1.62,large,269450.85
2017-11-26,organic,2017,1.72,large,204612.15
2017-11-19,organic,2017,1.77,large,213230.36
2017-11-12,organic,2017,1.81,large,217612.9
2017-11-05,organic,2017,1.82,large,244925.18
2017-10-29,organic,2017,1.84,large,218858.34
2017-10-22,organic,2017,1.82,large,229689.25
2017-10-15,organic,2017,1.85,large,218881.54
2017-10-08,organic,2017,1.9,large,231652.64
2017-10-01,organic,2017,1.95,large,230053.24
2017-09-24,organic,2017,1.94,large,237876.77
2017-09-17,organic,2017,2.0,large,243233.57
2017-09-10,organic,2017,2.03,large,249231.14
2017-09-03,organic,2017,2.06,large,256920.07
2017-08-27,organic,2017,2.09,large,250861.84
2017-08-20,organic,2017,1.96,large,262747.8
2017-08-13,organic,2017,1.88,large,230106.14
2017-08-06,organic,2017,1.83,large,236015.15
2017-07-30,organic,2017,1.78,large,270534.58
2017-07-23,organic,2017,1.76,large,317184.04
2017-07-16,organic,2017,1.78,large,311432.79
2017-07-09,organic,2017,1.71,large,333458.24
2017-07-02,organic,2017,1.74,large,360890.48
2017-06-25,organic,2017,1.77,large,341073.87
2017-06-18,organic,2017,1.71,large,442594.36
2017-06-11,organic,2017,1.56,large,339777.07
2017-06-04,organic,2017,1.64,large,387057.95
2017-05-28,organic,2017,1.69,large,357431.2
2017-05-21,organic,2017,1.71,large,351498.5
2017-05-14,organic,2017,1.55,large,339920.6
2017-05-07,organic,2017,1.57,large,386288.18
2017-04-30,organic,2017,1.68,large,421709.78
2017-04-23,organic,2017,1.61,large,347557.13
2017-04-16,organic,2017,1.49,large,437947.67
2017-04-09,organic,2017,1.43,large,362152.44
2017-04-02,organic,2017,1.42,large,430841.87
2017-03-26,organic,2017,1.29,large,355541.13
2017-03-19,organic,2017,1.5,large,411359.03
2017-03-12,organic,2017,1.38,large,330081.75
2017-03-05,organic,2017,1.16,large,374220.48
2017-02-26,organic,2017,1.21,large,368526.18
2017-02-19,organic,2017,1.31,large,632101.53
2017-02-12,organic,2017,1.41,large,297764.4
2017-02-05,organic,2017,1.36,large,314011.26
2017-01-29,organic,2017,1.43,large,292584.44
2017-01-22,organic,2017,1.37,large,281786.33
2017-01-15,organic,2017,1.44,large,280287.84
2017-01-08,organic,2017,1.43,large,283532.68
2017-01-01,organic,2017,1.48,large,273329.61
2018-03-25,organic,2018,1.55,large,342853.1
2018-03-18,organic,2018,1.54,large,444949.69
2018-03-11,organic,2018,1.52,large,408763.5
2018-03-04,organic,2018,1.52,large,390129.5
2018-02-25,organic,2018,1.57,large,340374.83
2018-02-18,organic,2018,1.52,large,680037.45
2018-02-11,organic,2018,1.56,large,270798.27
2018-02-04,organic,2018,1.53,large,287724.61
2018-01-28,organic,2018,1.61,large,280080.34
2018-01-21,organic,2018,1.63,large,259172.13
2018-01-14,organic,2018,1.59,large,323669.83
2018-01-07,organic,2018,1.51,large,296490.29
2015-12-27,conventional,2015,0.95,extra_large,1184340.09
2015-12-20,conventional,2015,0.98,extra_large,1201020.01
2015-12-13,conventional,2015,0.93,extra_large,1016163.17
2015-12-06,conventional,2015,0.89,extra_large,931830.63
2015-11-29,conventional,2015,0.99,extra_large,731008.41
2015-11-22,conventional,2015,0.96,extra_large,804662.83
2015-11-15,conventional,2015,0.92,extra_large,815641.54
2015-11-08,conventional,2015,0.97,extra_large,1143214.59
2015-11-01,conventional,2015,0.97,extra_large,1410928.18
2015-10-25,conventional,2015,1.04,extra_large,1188118.95
2015-10-18,conventional,2015,0.99,extra_large,1220251.19
2015-10-11,conventional,2015,1.0,extra_large,1614282.73
2015-10-04,conventional,2015,1.02,extra_large,1209045.07
2015-09-27,conventional,2015,1.03,extra_large,1061979.37
2015-09-20,conventional,2015,1.02,extra_large,1112405.42
2015-09-13,conventional,2015,1.03,extra_large,1118988.92
2015-09-06,conventional,2015,1.02,extra_large,1129771.19
2015-08-30,conventional,2015,1.07,extra_large,1060352.53
2015-08-23,conventional,2015,1.08,extra_large,909284.22
2015-08-16,conventional,2015,1.05,extra_large,1143364.58
2015-08-09,conventional,2015,1.05,extra_large,1014520.88
2015-08-02,conventional,2015,1.09,extra_large,984702.75
2015-07-26,conventional,2015,1.07,extra_large,1017157.74
2015-07-19,conventional,2015,1.07,extra_large,1154897.34
2015-07-12,conventional,2015,1.07,extra_large,980361.75
2015-07-05,conventional,2015,1.04,extra_large,1342465.95
2015-06-28,conventional,2015,1.06,extra_large,1045832.54
2015-06-21,conventional,2015,1.02,extra_large,1326422.56
2015-06-14,conventional,2015,0.98,extra_large,1085081.61
2015-06-07,conventional,2015,1.0,extra_large,1144715.95
2015-05-31,conventional,2015,1.03,extra_large,903908.35
2015-05-24,conventional,2015,1.04,extra_large,899779.92
2015-05-17,conventional,2015,1.06,extra_large,963549.53
2015-05-10,conventional,2015,1.02,extra_large,858145.45
2015-05-03,conventional,2015,0.96,extra_large,1118329.5
2015-04-26,conventional,2015,1.07,extra_large,889732.2
2015-04-19,conventional,2015,1.03,extra_large,1016631.26
2015-04-12,conventional,2015,1.02,extra_large,807942.41
2015-04-05,conventional,2015,1.06,extra_large,871981.29
2015-03-29,conventional,2015,1.04,extra_large,811272.88
2015-03-22,conventional,2015,1.01,extra_large,1066385.92
2015-03-15,conventional,2015,1.04,extra_large,871575.04
2015-03-08,conventional,2015,1.02,extra_large,834009.15
2015-03-01,conventional,2015,0.97,extra_large,1070576.07
2015-02-22,conventional,2015,1.02,extra_large,937138.85
2015-02-15,conventional,2015,1.03,extra_large,845653.52
2015-02-08,conventional,2015,0.95,extra_large,737939.45
2015-02-01,conventional,2015,0.89,extra_large,1381516.11
2015-01-25,conventional,2015,1.04,extra_large,768020.05
2015-01-18,conventional,2015,1.03,extra_large,831301.9
2015-01-11,conventional,2015,1.01,extra_large,866574.66
2015-01-04,conventional,2015,0.95,extra_large,844093.32
2016-12-25,conventional,2016,1.0,extra_large,541972.42
2016-12-18,conventional,2016,0.96,extra_large,427872.42
2016-12-11,conventional,2016,0.98,extra_large,403047.93
2016-12-04,conventional,2016,1.0,extra_large,428009.84
2016-11-27,conventional,2016,1.21,extra_large,344475.9
2016-11-20,conventional,2016,1.27,extra_large,407567.78
2016-11-13,conventional,2016,1.36,extra_large,477520.95
2016-11-06,conventional,2016,1.44,extra_large,505349.44
2016-10-30,conventional,2016,1.43,extra_large,453145.26
2016-10-23,conventional,2016,1.34,extra_large,452383.96
2016-10-16,conventional,2016,1.3,extra_large,447291.48
2016-10-09,conventional,2016,1.27,extra_large,490956.88
2016-10-02,conventional,2016,1.23,extra_large,490123.01
2016-09-25,conventional,2016,1.22,extra_large,492604.3
2016-09-18,conventional,2016,1.15,extra_large,486187.39
2016-09-11,conventional,2016,1.08,extra_large,512160.27
2016-09-04,conventional,2016,1.04,extra_large,540680.89
2016-08-28,conventional,2016,1.09,extra_large,563738.54
2016-08-21,conventional,2016,1.1,extra_large,609720.87
2016-08-14,conventional,2016,1.12,extra_large,749247.02
2016-08-07,conventional,2016,1.15,extra_large,754548.53
2016-07-31,conventional,2016,1.23,extra_large,783937.09
2016-07-24,conventional,2016,1.2,extra_large,947964.05
2016-07-17,conventional,2016,1.15,extra_large,953631.47
2016-07-10,conventional,2016,1.1,extra_large,1266433.97
2016-07-03,conventional,2016,1.06,extra_large,1761343.08
2016-06-26,conventional,2016,1.04,extra_large,1624942.43
2016-06-19,conventional,2016,1.02,extra_large,1642735.63
2016-06-12,conventional,2016,1.04,extra_large,1607344.08
2016-06-05,conventional,2016,0.97,extra_large,1770948.09
2016-05-29,conventional,2016,0.94,extra_large,1583495.93
2016-05-22,conventional,2016,0.93,extra_large,1640829.4
2016-05-15,conventional,2016,0.89,extra_large,1753852.61
2016-05-08,conventional,2016,0.82,extra_large,1993645.36
2016-05-01,conventional,2016,0.84,extra_large,1414364.49
2016-04-24,conventional,2016,0.87,extra_large,1599863.98
2016-04-17,conventional,2016,0.9,extra_large,1896149.5
2016-04-10,conventional,2016,0.9,extra_large,1666275.13
2016-04-03,conventional,2016,0.94,extra_large,1731910.48
2016-03-27,conventional,2016,0.94,extra_large,1880231.38
2016-03-20,conventional,2016,0.93,extra_large,1773088.87
2016-03-13,conventional,2016,0.93,extra_large,1800065.57
2016-03-06,conventional,2016,0.95,extra_large,1686475.33
2016-02-28,conventional,2016,0.91,extra_large,1560167.75
2016-02-21,conventional,2016,0.94,extra_large,1375260.47
2016-02-14,conventional,2016,0.88,extra_large,1811090.71
2016-02-07,conventional,2016,0.76,extra_large,2546439.11
2016-01-31,conventional,2016,0.93,extra_large,1643703.17
2016-01-24,conventional,2016,0.95,extra_large,1440380.36
2016-01-17,conventional,2016,0.94,extra_large,1419405.62
2016-01-10,conventional,2016,0.93,extra_large,1282612.91
2016-01-03,conventional,2016,0.86,extra_large,1560068.62
2017-12-31,conventional,2017,0.98,extra_large,644837.54
2017-12-24,conventional,2017,1.18,extra_large,546373.81
2017-12-17,conventional,2017,1.07,extra_large,574089.32
2017-12-10,conventional,2017,1.03,extra_large,398348.55
2017-12-03,conventional,2017,1.09,extra_large,583801.0
2017-11-26,conventional,2017,1.24,extra_large,379637.0
2017-11-19,conventional,2017,1.17,extra_large,416186.0
2017-11-12,conventional,2017,1.15,extra_large,416643.0
2017-11-05,conventional,2017,1.19,extra_large,400250.97
2017-10-29,conventional,2017,1.29,extra_large,424755.66
2017-10-22,conventional,2017,1.44,extra_large,409598.47
2017-10-15,conventional,2017,1.58,extra_large,392119.12
2017-10-08,conventional,2017,1.65,extra_large,391832.89
2017-10-01,conventional,2017,1.64,extra_large,384794.18
2017-09-24,conventional,2017,1.62,extra_large,385004.72
2017-09-17,conventional,2017,1.57,extra_large,417270.7
2017-09-10,conventional,2017,1.56,extra_large,487926.52
2017-09-03,conventional,2017,1.57,extra_large,541902.88
2017-08-27,conventional,2017,1.47,extra_large,517541.94
2017-08-20,conventional,2017,1.41,extra_large,581074.35
2017-08-13,conventional,2017,1.33,extra_large,624963.41
2017-08-06,conventional,2017,1.33,extra_large,665312.55
2017-07-30,conventional,2017,1.32,extra_large,596676.12
2017-07-23,conventional,2017,1.31,extra_large,612242.37
2017-07-16,conventional,2017,1.33,extra_large,756103.12
2017-07-09,conventional,2017,1.17,extra_large,821964.42
2017-07-02,conventional,2017,1.21,extra_large,859889.81
2017-06-25,conventional,2017,1.17,extra_large,655965.98
2017-06-18,conventional,2017,1.18,extra_large,807107.21
2017-06-11,conventional,2017,1.21,extra_large,648410.9
2017-06-04,conventional,2017,1.24,extra_large,667066.51
2017-05-28,conventional,2017,1.28,extra_large,673384.78
2017-05-21,conventional,2017,1.26,extra_large,621603.57
2017-05-14,conventional,2017,1.19,extra_large,652973.26
2017-05-07,conventional,2017,1.09,extra_large,863471.88
2017-04-30,conventional,2017,1.18,extra_large,667996.83
2017-04-23,conventional,2017,1.18,extra_large,613507.38
2017-04-16,conventional,2017,1.23,extra_large,650017.26
2017-04-09,conventional,2017,1.21,extra_large,647969.03
2017-04-02,conventional,2017,1.21,extra_large,624709.69
2017-03-26,conventional,2017,1.24,extra_large,611105.54
2017-03-19,conventional,2017,1.25,extra_large,638217.85
2017-03-12,conventional,2017,1.22,extra_large,727233.05
2017-03-05,conventional,2017,1.13,extra_large,795173.2
2017-02-26,conventional,2017,0.99,extra_large,896761.77
2017-02-19,conventional,2017,0.99,extra_large,832906.12
2017-02-12,conventional,2017,0.87,extra_large,862322.15
2017-02-05,conventional,2017,0.77,extra_large,1664383.09
2017-01-29,conventional,2017,0.96,extra_large,818727.02
2017-01-22,conventional,2017,0.94,extra_large,908616.41
2017-01-15,conventional,2017,0.98,extra_large,579346.52
2017-01-08,conventional,2017,0.99,extra_large,539068.39
2017-01-01,conventional,2017,0.89,extra_large,549844.57
2018-03-25,conventional,2018,1.03,extra_large,758801.12
2018-03-18,conventional,2018,1.05,extra_large,645380.85
2018-03-11,conventional,2018,1.09,extra_large,707578.82
2018-03-04,conventional,2018,1.07,extra_large,571747.72
2018-02-25,conventional,2018,1.06,extra_large,724330.16
2018-02-18,conventional,2018,1.08,extra_large,552969.73
2018-02-11,conventional,2018,0.97,extra_large,652856.58
2018-02-04,conventional,2018,0.87,extra_large,1066830.22
2018-01-28,conventional,2018,1.09,extra_large,575974.74
2018-01-21,conventional,2018,1.08,extra_large,928815.12
2018-01-14,conventional,2018,1.2,extra_large,652808.4
2018-01-07,conventional,2018,1.13,extra_large,677714.86
2015-12-27,organic,2015,1.52,extra_large,5836.04
2015-12-20,organic,2015,1.53,extra_large,8733.11
2015-12-13,organic,2015,1.43,extra_large,11645.54
2015-12-06,organic,2015,1.52,extra_large,4066.09
2015-11-29,organic,2015,1.5,extra_large,3749.48
2015-11-22,organic,2015,1.49,extra_large,3686.28
2015-11-15,organic,2015,1.6,extra_large,3599.71
2015-11-08,organic,2015,1.54,extra_large,4458.45
2015-11-01,organic,2015,1.47,extra_large,6583.03
2015-10-25,organic,2015,1.62,extra_large,6181.13
2015-10-18,organic,2015,1.71,extra_large,5199.73
2015-10-11,organic,2015,1.69,extra_large,4792.06
2015-10-04,organic,2015,1.72,extra_large,4093.2
2015-09-27,organic,2015,1.75,extra_large,4546.66
2015-09-20,organic,2015,1.77,extra_large,4880.83
2015-09-13,organic,2015,1.8,extra_large,5154.23
2015-09-06,organic,2015,1.78,extra_large,5890.57
2015-08-30,organic,2015,1.66,extra_large,5569.76
2015-08-23,organic,2015,1.72,extra_large,5985.12
2015-08-16,organic,2015,1.75,extra_large,6215.26
2015-08-09,organic,2015,1.0,extra_large,6905.0
2015-08-02,organic,2015,1.0,extra_large,5115.0
2015-07-26,organic,2015,1.0,extra_large,4391.0
2015-07-19,organic,2015,1.0,extra_large,4758.0
2015-07-12,organic,2015,1.0,extra_large,5093.0
2015-07-05,organic,2015,1.0,extra_large,6251.0
2015-06-28,organic,2015,1.64,extra_large,5956.87
2015-06-21,organic,2015,1.66,extra_large,6264.36
2015-06-14,organic,2015,1.68,extra_large,6901.71
2015-06-07,organic,2015,1.67,extra_large,6286.15
2015-05-31,organic,2015,1.58,extra_large,6835.09
2015-05-24,organic,2015,1.59,extra_large,6911.26
2015-05-17,organic,2015,1.5,extra_large,22024.09
2015-05-10,organic,2015,1.42,extra_large,6213.47
2015-05-03,organic,2015,1.37,extra_large,8951.77
2015-04-26,organic,2015,1.45,extra_large,6150.07
2015-04-19,organic,2015,1.59,extra_large,6465.74
2015-04-12,organic,2015,1.53,extra_large,6179.48
2015-04-05,organic,2015,1.63,extra_large,6434.88
2015-03-29,organic,2015,1.6,extra_large,5794.39
2015-03-22,organic,2015,1.49,extra_large,5290.59
2015-03-15,organic,2015,1.5,extra_large,5308.79
2015-03-08,organic,2015,1.49,extra_large,5658.7
2015-03-01,organic,2015,1.4,extra_large,5556.02
2015-02-22,organic,2015,1.51,extra_large,4883.55
2015-02-15,organic,2015,1.58,extra_large,4950.01
2015-02-08,organic,2015,1.48,extra_large,5316.55
2015-02-01,organic,2015,1.36,extra_large,5852.28
2015-01-25,organic,2015,1.53,extra_large,4753.87
2015-01-18,organic,2015,1.42,extra_large,4020.85
2015-01-11,organic,2015,1.42,extra_large,3830.42
2015-01-04,organic,2015,1.46,extra_large,4370.99
2016-12-25,organic,2016,1.34,extra_large,3415.27
2016-12-18,organic,2016,1.43,extra_large,4926.76
2016-12-11,organic,2016,1.42,extra_large,6116.44
2016-12-04,organic,2016,1.56,extra_large,2918.28
2016-11-27,organic,2016,1.64,extra_large,3381.69
2016-11-20,organic,2016,1.63,extra_large,3847.05
2016-11-13,organic,2016,1.7,extra_large,3669.98
2016-11-06,organic,2016,1.68,extra_large,5049.63
2016-10-30,organic,2016,1.93,extra_large,5661.78
2016-10-23,organic,2016,1.63,extra_large,4363.02
2016-10-16,organic,2016,1.5,extra_large,4732.27
2016-10-09,organic,2016,1.52,extra_large,5103.42
2016-10-02,organic,2016,1.71,extra_large,4904.25
2016-09-25,organic,2016,1.69,extra_large,4407.75
2016-09-18,organic,2016,1.67,extra_large,4597.27
2016-09-11,organic,2016,1.52,extra_large,3481.85
2016-09-04,organic,2016,1.54,extra_large,4653.04
2016-08-28,organic,2016,1.49,extra_large,5110.77
2016-08-21,organic,2016,1.51,extra_large,5831.02
2016-08-14,organic,2016,1.48,extra_large,10231.17
2016-08-07,organic,2016,1.55,extra_large,10707.18
2016-07-31,organic,2016,1.58,extra_large,9035.27
2016-07-24,organic,2016,1.65,extra_large,8612.44
2016-07-17,organic,2016,1.63,extra_large,9957.61
2016-07-10,organic,2016,1.51,extra_large,12180.53
2016-07-03,organic,2016,1.47,extra_large,11897.11
2016-06-26,organic,2016,1.5,extra_large,6763.46
2016-06-19,organic,2016,1.45,extra_large,12052.84
2016-06-12,organic,2016,1.45,extra_large,8626.89
2016-06-05,organic,2016,1.43,extra_large,7817.11
2016-05-29,organic,2016,1.41,extra_large,13698.09
2016-05-22,organic,2016,1.36,extra_large,15807.85
2016-05-15,organic,2016,1.45,extra_large,8120.53
2016-05-08,organic,2016,1.3,extra_large,26765.78
2016-05-01,organic,2016,1.28,extra_large,22276.6
2016-04-24,organic,2016,1.25,extra_large,8687.81
2016-04-17,organic,2016,1.38,extra_large,7878.94
2016-04-10,organic,2016,1.26,extra_large,12154.73
2016-04-03,organic,2016,1.44,extra_large,8628.68
2016-03-27,organic,2016,1.44,extra_large,7738.95
2016-03-20,organic,2016,1.27,extra_large,9425.64
2016-03-13,organic,2016,1.29,extra_large,6709.65
2016-03-06,organic,2016,1.28,extra_large,5698.2
2016-02-28,organic,2016,1.44,extra_large,10423.3
2016-02-21,organic,2016,1.45,extra_large,8629.03
2016-02-14,organic,2016,1.37,extra_large,6955.69
2016-02-07,organic,2016,1.44,extra_large,8028.75
2016-01-31,organic,2016,1.43,extra_large,5515.91
2016-01-24,organic,2016,1.41,extra_large,12933.97
2016-01-17,organic,2016,1.44,extra_large,13106.29
2016-01-10,organic,2016,1.35,extra_large,8771.79
2016-01-03,organic,2016,1.43,extra_large,7749.4
2017-12-31,organic,2017,1.52,extra_large,1279.48
2017-12-24,organic,2017,1.64,extra_large,1143.57
2017-12-17,organic,2017,1.57,extra_large,982.45
2017-12-10,organic,2017,1.54,extra_large,1003.84
2017-12-03,organic,2017,1.62,extra_large,1108.2
2017-11-26,organic,2017,1.72,extra_large,978.29
2017-11-19,organic,2017,1.77,extra_large,834.3
2017-11-12,organic,2017,1.81,extra_large,1074.64
2017-11-05,organic,2017,1.82,extra_large,1059.63
2017-10-29,organic,2017,1.84,extra_large,1150.03
2017-10-22,organic,2017,1.82,extra_large,1309.82
2017-10-15,organic,2017,1.85,extra_large,1369.62
2017-10-08,organic,2017,1.9,extra_large,1224.99
2017-10-01,organic,2017,1.95,extra_large,1966.94
2017-09-24,organic,2017,1.94,extra_large,1182.85
2017-09-17,organic,2017,2.0,extra_large,891.6
2017-09-10,organic,2017,2.03,extra_large,940.89
2017-09-03,organic,2017,2.06,extra_large,2256.96
2017-08-27,organic,2017,2.09,extra_large,2119.14
2017-08-20,organic,2017,1.96,extra_large,1154.19
2017-08-13,organic,2017,1.88,extra_large,1414.21
2017-08-06,organic,2017,1.83,extra_large,1552.51
2017-07-30,organic,2017,1.78,extra_large,2135.74
2017-07-23,organic,2017,1.76,extra_large,3700.92
2017-07-16,organic,2017,1.78,extra_large,4766.71
2017-07-09,organic,2017,1.71,extra_large,3424.69
2017-07-02,organic,2017,1.74,extra_large,3393.83
2017-06-25,organic,2017,1.77,extra_large,2613.51
2017-06-18,organic,2017,1.71,extra_large,2140.13
2017-06-11,organic,2017,1.56,extra_large,3623.46
2017-06-04,organic,2017,1.64,extra_large,2865.59
2017-05-28,organic,2017,1.69,extra_large,3195.15
2017-05-21,organic,2017,1.71,extra_large,4322.99
2017-05-14,organic,2017,1.55,extra_large,4618.45
2017-05-07,organic,2017,1.57,extra_large,4161.33
2017-04-30,organic,2017,1.68,extra_large,5187.46
2017-04-23,organic,2017,1.61,extra_large,3245.62
2017-04-16,organic,2017,1.49,extra_large,5096.43
2017-04-09,organic,2017,1.43,extra_large,8972.11
2017-04-02,organic,2017,1.42,extra_large,3767.76
2017-03-26,organic,2017,1.29,extra_large,3888.05
2017-03-19,organic,2017,1.5,extra_large,3304.62
2017-03-12,organic,2017,1.38,extra_large,3188.52
2017-03-05,organic,2017,1.16,extra_large,2542.94
2017-02-26,organic,2017,1.21,extra_large,3747.77
2017-02-19,organic,2017,1.31,extra_large,3295.09
2017-02-12,organic,2017,1.41,extra_large,3486.2
2017-02-05,organic,2017,1.36,extra_large,2238.78
2017-01-29,organic,2017,1.43,extra_large,3524.96
2017-01-22,organic,2017,1.37,extra_large,6707.82
2017-01-15,organic,2017,1.44,extra_large,8750.08
2017-01-08,organic,2017,1.43,extra_large,8697.35
2017-01-01,organic,2017,1.48,extra_large,4425.75
2018-03-25,organic,2018,1.55,extra_large,1070.24
2018-03-18,organic,2018,1.54,extra_large,1045.38
2018-03-11,organic,2018,1.52,extra_large,1401.87
2018-03-04,organic,2018,1.52,extra_large,1225.97
2018-02-25,organic,2018,1.57,extra_large,1063.32
2018-02-18,organic,2018,1.52,extra_large,1905.46
2018-02-11,organic,2018,1.56,extra_large,1839.8
2018-02-04,organic,2018,1.53,extra_large,1703.52
2018-01-28,organic,2018,1.61,extra_large,1270.61
2018-01-21,organic,2018,1.63,extra_large,1490.02
2018-01-14,organic,2018,1.59,extra_large,1580.01
2018-01-07,organic,2018,1.51,extra_large,1289.07
