id,name,rating,position,height,foot,rare,pace,shooting,passing,dribbling,defending,heading,diving,handling,kicking,reflexes,speed,positioning
144622,Raffael,76,M,174,Right,0,77.0,0.73,71.0,81.0,57.0,72.0,,,,,,
144653,Jérôme Schneider,54,D,182,Right,0,61.0,0.43,55.0,48.0,60.0,57.0,,,,,,
144655,Gabriel Wüthrich,57,GK,185,Right,0,,,,,,,57.0,54.0,54.0,62.0,65.0,55.0
144727,Sutil,67,M,173,Left,0,65.0,0.65,72.0,68.0,49.0,44.0,,,,,,
144741,David Prieto,64,D,185,Right,0,55.0,0.41000000000000003,45.0,46.0,67.0,68.0,,,,,,
144750,Cifu,61,D,173,Right,0,69.0,0.43,54.0,53.0,63.0,59.0,,,,,,
144755,Sergio Torres,62,M,188,Right,1,67.0,0.48,52.0,72.0,39.0,33.0,,,,,,
144799,Mairata,64,D,189,Right,1,43.0,0.42,48.0,45.0,71.0,66.0,,,,,,
14487,Steve Simonsen,67,GK,188,Right,0,,,,,,,68.0,67.0,67.0,68.0,53.0,67.0
144947,Pepe Díaz,62,A,173,Right,0,73.0,0.56,47.0,66.0,48.0,62.0,,,,,,
144956,Francis,71,D,180,Right,0,74.0,0.51,67.0,64.0,73.0,65.0,,,,,,
144968,Mikael Dorsin,69,D,182,Left,0,71.0,0.55,72.0,70.0,72.0,73.0,,,,,,
145006,David Valle,62,GK,190,Right,1,,,,,,,56.0,70.0,54.0,57.0,45.0,68.0
145042,Edu Navarro,64,GK,180,Right,1,,,,,,,68.0,61.0,61.0,71.0,45.0,57.0
145047,Bruno,74,D,181,Right,1,69.0,0.43,73.0,58.0,77.0,62.0,,,,,,
145060,Isaac Jové,63,A,174,Right,1,79.0,0.55,51.0,70.0,44.0,54.0,,,,,,
14510,Albert Meyong Zé,73,A,184,Right,1,73.0,0.72,60.0,72.0,60.0,77.0,,,,,,
145117,Dorca,65,M,182,Left,0,57.0,0.52,59.0,49.0,70.0,59.0,,,,,,
145149,Gerard Bordas,69,A,177,Left,0,73.0,0.63,61.0,72.0,48.0,50.0,,,,,,
145159,Manolo Martínez,64,D,182,Right,1,29.0,0.46,51.0,43.0,72.0,53.0,,,,,,
145257,Jaime,67,GK,188,Right,0,,,,,,,66.0,71.0,59.0,69.0,53.0,63.0
145269,Pedro Ríos,74,A,175,Right,1,78.0,0.72,69.0,78.0,50.0,58.0,,,,,,
145374,José Vega,59,M,176,Left,1,75.0,0.45,51.0,61.0,50.0,60.0,,,,,,
145423,Cabrero,61,GK,184,Right,0,,,,,,,60.0,62.0,58.0,65.0,42.0,59.0
145586,Chema,68,GK,187,Right,0,,,,,,,69.0,63.0,59.0,71.0,46.0,68.0
145591,Miguel Llera,63,D,193,Left,1,53.0,0.55,57.0,45.0,67.0,72.0,,,,,,
145595,Mantecón,67,M,175,Right,0,62.0,0.61,60.0,56.0,66.0,63.0,,,,,,
145620,Dealbert,74,D,185,Right,1,58.0,0.45,53.0,47.0,77.0,76.0,,,,,,
145623,Rodri,61,M,181,Right,0,43.0,0.52,53.0,51.0,66.0,61.0,,,,,,
145627,Mora,65,D,186,Right,0,55.0,0.43,56.0,46.0,70.0,66.0,,,,,,
145657,Matamala,65,M,182,Right,0,51.0,0.56,67.0,60.0,59.0,41.0,,,,,,
145788,Capdevila,66,M,180,Left,0,65.0,0.65,67.0,69.0,50.0,53.0,,,,,,
145903,Carlos Caballero,62,M,178,Right,1,62.0,0.58,66.0,60.0,50.0,48.0,,,,,,
146003,Barber,64,M,182,Right,0,60.0,0.55,50.0,59.0,69.0,55.0,,,,,,
146011,Ikechukwu Uche,73,A,175,Right,1,75.0,0.6900000000000001,47.0,78.0,51.0,73.0,,,,,,
146037,Stéphane Pignol,62,D,184,Right,0,59.0,0.46,59.0,58.0,65.0,57.0,,,,,,
146058,Momo,69,A,184,Left,0,67.0,0.67,65.0,70.0,48.0,56.0,,,,,,
146059,David García,65,D,182,Right,0,56.0,0.46,49.0,54.0,67.0,64.0,,,,,,
14607,Paul Thirlwell,63,M,180,Left,0,53.0,0.42,64.0,49.0,64.0,62.0,,,,,,
146104,Lopez Garai,68,M,182,Right,0,50.0,0.51,60.0,49.0,72.0,55.0,,,,,,
146111,Mikel Rico,70,M,178,Right,0,68.0,0.58,63.0,60.0,73.0,67.0,,,,,,
146121,David Barral,73,A,183,Right,1,76.0,0.72,58.0,75.0,56.0,73.0,,,,,,
146288,Vitolo,72,M,168,Right,0,73.0,0.68,71.0,72.0,70.0,63.0,,,,,,
146296,Andrés Fernández,67,GK,183,Right,0,,,,,,,62.0,70.0,68.0,69.0,58.0,67.0
146305,Ricardo,69,M,186,Right,0,43.0,0.62,67.0,58.0,68.0,56.0,,,,,,
146373,Atiba Harris,64,A,191,Right,1,78.0,0.63,59.0,62.0,65.0,73.0,,,,,,
146377,Cejudo,72,M,185,Right,1,77.0,0.66,66.0,76.0,54.0,62.0,,,,,,
146435,Marqués,75,M,177,Right,0,83.0,0.68,70.0,77.0,50.0,54.0,,,,,,
146439,Negredo,82,A,186,Left,1,67.0,0.8200000000000001,60.0,77.0,60.0,81.0,,,,,,
146453,Raúl Cámara,65,D,172,Right,0,79.0,0.52,56.0,64.0,64.0,62.0,,,,,,
146458,Roberto,71,GK,181,Right,1,,,,,,,77.0,67.0,65.0,76.0,64.0,64.0
146459,Saúl,69,M,176,Right,0,69.0,0.67,71.0,72.0,56.0,54.0,,,,,,
146460,Javi Fuego,71,M,181,Right,0,66.0,0.65,65.0,63.0,70.0,58.0,,,,,,
146462,Jorge,64,D,185,Left,0,29.0,0.44,52.0,37.0,68.0,63.0,,,,,,
146464,Migue,65,D,185,Right,0,58.0,0.44,34.0,47.0,71.0,64.0,,,,,,
146475,Gorka Larrea,65,M,182,Right,0,59.0,0.52,57.0,59.0,68.0,68.0,,,,,,
146482,Xabi Prieto,78,M,185,Right,0,67.0,0.71,82.0,81.0,52.0,57.0,,,,,,
146487,Susaeta,66,M,177,Right,1,59.0,0.7000000000000001,74.0,67.0,49.0,52.0,,,,,,
146489,Zubiaurre,62,D,177,Right,0,67.0,0.45,63.0,61.0,63.0,61.0,,,,,,
146501,Óscar Sánchez,61,D,180,Left,0,68.0,0.5,61.0,53.0,63.0,61.0,,,,,,
146510,Corona,71,M,175,Right,1,63.0,0.68,77.0,69.0,49.0,43.0,,,,,,
146513,Lafita,76,A,188,Right,0,73.0,0.6900000000000001,72.0,78.0,52.0,59.0,,,,,,
146514,Longás,68,M,174,Right,0,65.0,0.52,70.0,70.0,53.0,50.0,,,,,,
146521,Ripa,64,D,177,Left,1,75.0,0.41000000000000003,64.0,60.0,61.0,63.0,,,,,,
146527,Esteban,67,GK,179,Left,0,,,,,,,69.0,66.0,73.0,64.0,44.0,70.0
146530,Dani Alves,86,D,171,Right,1,93.0,0.75,84.0,83.0,80.0,76.0,,,,,,
146536,Jesús Navas,84,M,170,Right,1,92.0,0.75,79.0,87.0,47.0,60.0,,,,,,
146545,Córcoles,63,D,185,Right,0,69.0,0.5,54.0,61.0,66.0,58.0,,,,,,
146558,César Arzo,74,D,186,Right,1,69.0,0.53,69.0,67.0,75.0,76.0,,,,,,
146562,Santi Cazorla,84,M,168,Right,1,81.0,0.75,81.0,87.0,55.0,63.0,,,,,,
146577,Iván Alonso,71,A,180,Right,1,64.0,0.6900000000000001,61.0,68.0,48.0,79.0,,,,,,
146590,Rubén Pérez,65,GK,185,Right,0,,,,,,,66.0,62.0,81.0,69.0,51.0,62.0
146621,Mario Bermejo,71,A,176,Right,1,64.0,0.6900000000000001,49.0,62.0,61.0,86.0,,,,,,
146637,Dani Giménez,68,GK,182,Right,0,,,,,,,68.0,61.0,60.0,78.0,61.0,68.0
146660,Gustavo Munúa,73,GK,188,Right,1,,,,,,,79.0,70.0,76.0,76.0,47.0,68.0
146672,Hérita Ilunga,70,D,180,Left,0,76.0,0.5,63.0,60.0,73.0,74.0,,,,,,
146674,Héctor Simón,62,M,179,Right,0,63.0,0.55,60.0,62.0,53.0,52.0,,,,,,
146687,Íñigo Vélez,63,A,194,Right,1,45.0,0.67,49.0,53.0,53.0,70.0,,,,,,
146689,Tuni,66,M,181,Left,0,69.0,0.62,67.0,68.0,63.0,61.0,,,,,,
146691,David Cortés,71,D,181,Right,0,79.0,0.35000000000000003,65.0,68.0,72.0,65.0,,,,,,
146692,Nenê,84,M,181,Left,1,80.0,0.81,83.0,86.0,52.0,67.0,,,,,,
146695,Leo Franco,72,GK,188,Right,1,,,,,,,72.0,72.0,79.0,71.0,44.0,72.0
146701,Ramis,77,D,182,Right,0,58.0,0.61,64.0,56.0,78.0,76.0,,,,,,
146702,Rafita,66,M,177,Right,0,80.0,0.56,58.0,66.0,65.0,62.0,,,,,,
146704,Guillermo Vallori,61,D,191,Right,0,50.0,0.49,54.0,53.0,66.0,71.0,,,,,,
146710,Javi Guerrero,69,A,176,Left,0,62.0,0.6900000000000001,63.0,72.0,46.0,60.0,,,,,,
146715,Sergio Ortega,62,D,182,Right,0,50.0,0.42,56.0,46.0,66.0,63.0,,,,,,
146741,Arbeloa,80,D,183,Right,1,73.0,0.62,73.0,69.0,81.0,69.0,,,,,,
146743,Raúl Bravo,72,D,176,Left,0,76.0,0.51,62.0,56.0,74.0,66.0,,,,,,
146744,Codina,73,GK,184,Right,1,,,,,,,78.0,70.0,73.0,79.0,68.0,68.0
146745,Corrales,66,D,175,Left,0,76.0,0.53,64.0,59.0,64.0,63.0,,,,,,
146748,Diego López,84,GK,196,Right,1,,,,,,,83.0,86.0,75.0,84.0,51.0,85.0
146750,Toni Moral,70,M,177,Left,0,76.0,0.64,64.0,73.0,47.0,55.0,,,,,,
146753,Paredes,68,D,175,Left,0,68.0,0.42,59.0,57.0,68.0,66.0,,,,,,
146758,Soldado,82,A,179,Right,1,75.0,0.81,60.0,77.0,62.0,80.0,,,,,,
146759,Riki,72,A,187,Left,1,71.0,0.73,65.0,74.0,54.0,68.0,,,,,,
146760,Juanfran,79,M,181,Right,1,85.0,0.6900000000000001,74.0,84.0,58.0,58.0,,,,,,
146762,Bustos,67,M,175,Right,0,68.0,0.51,53.0,57.0,72.0,61.0,,,,,,
146777,Míchel,63,M,174,Left,1,52.0,0.61,72.0,61.0,57.0,48.0,,,,,,
146786,Díaz de Cerio,66,A,178,Right,0,63.0,0.67,50.0,65.0,52.0,71.0,,,,,,
146797,Andrey Dikan,78,GK,192,Right,0,,,,,,,81.0,72.0,78.0,83.0,45.0,81.0
146932,Álvaro Rubio,68,M,178,Right,0,58.0,0.62,68.0,55.0,66.0,61.0,,,,,,
146936,Ustaritz,71,D,183,Right,0,47.0,0.44,55.0,48.0,73.0,69.0,,,,,,
146941,Goiria,63,A,182,Right,1,54.0,0.61,45.0,55.0,52.0,82.0,,,,,,
146944,Lafuente,67,A,167,Right,1,90.0,0.59,56.0,67.0,36.0,57.0,,,,,,
146952,Iván Cuéllar,73,GK,187,Left,1,,,,,,,73.0,76.0,70.0,79.0,59.0,67.0
146953,Manu Del Moral,78,A,185,Right,0,83.0,0.78,63.0,79.0,47.0,67.0,,,,,,
146954,Gabi,78,M,179,Right,0,70.0,0.76,76.0,74.0,71.0,63.0,,,,,,
146955,Ariel Ibagaza,75,M,166,Right,0,71.0,0.71,80.0,77.0,54.0,51.0,,,,,,
146963,Javier Pinola,74,D,180,Left,0,74.0,0.53,66.0,69.0,73.0,71.0,,,,,,
146970,Carlos Cuéllar,75,D,190,Right,0,53.0,0.35000000000000003,41.0,40.0,78.0,76.0,,,,,,
146973,Unai Expósito,63,D,176,Right,0,68.0,0.59,60.0,51.0,64.0,63.0,,,,,,
146974,Miguel Flaño,74,D,177,Right,1,64.0,0.43,51.0,53.0,76.0,79.0,,,,,,
146986,Cristian,66,A,171,Right,0,70.0,0.59,58.0,71.0,52.0,54.0,,,,,,
146992,Peña,68,D,181,Left,0,73.0,0.37,67.0,60.0,67.0,67.0,,,,,,
146996,Rubén,69,GK,187,Right,0,,,,,,,74.0,66.0,60.0,75.0,47.0,65.0
147000,Rodri,72,D,185,Right,1,70.0,0.45,64.0,49.0,71.0,78.0,,,,,,
147004,Verdú,78,M,176,Right,0,66.0,0.71,79.0,78.0,56.0,56.0,,,,,,
147006,Diego Castro,79,A,174,Right,1,87.0,0.73,67.0,84.0,55.0,65.0,,,,,,
147007,Gavilán,76,M,179,Left,0,75.0,0.7000000000000001,75.0,80.0,50.0,52.0,,,,,,
147042,Pavel Pogrebnyak,76,A,188,Left,0,72.0,0.74,66.0,64.0,62.0,70.0,,,,,,
147088,Alexey Ivanov,66,M,178,Right,0,69.0,0.56,65.0,66.0,61.0,61.0,,,,,,
147131,Vitaliy Kaleshin,71,M,173,Left,1,80.0,0.53,74.0,73.0,56.0,61.0,,,,,,
147422,Denis Kovba,60,M,188,Right,0,56.0,0.44,52.0,51.0,64.0,49.0,,,,,,
147427,Petr Nemov,63,M,180,Right,1,77.0,0.58,66.0,65.0,63.0,50.0,,,,,,
147437,Andrey Tikhonov,70,M,178,Right,1,51.0,0.72,74.0,73.0,56.0,60.0,,,,,,
147445,Diniyar Bilyaletdinov,74,M,185,Left,1,71.0,0.8200000000000001,77.0,75.0,51.0,67.0,,,,,,
147449,Júlio César,69,A,177,Left,0,70.0,0.7000000000000001,53.0,71.0,52.0,62.0,,,,,,
147455,Marat Izmailov,80,M,172,Right,0,80.0,0.75,76.0,82.0,60.0,64.0,,,,,,
147461,Dmitriy Loskov,77,M,178,Right,0,60.0,0.72,80.0,73.0,58.0,60.0,,,,,,
147498,Roman Sharonov,72,D,184,Left,0,57.0,0.44,60.0,61.0,71.0,72.0,,,,,,
147518,Sergey Pareiko,70,GK,193,Right,0,,,,,,,73.0,64.0,68.0,70.0,52.0,72.0
14752,Stephen Pearson,66,M,185,Left,0,77.0,0.56,63.0,64.0,64.0,61.0,,,,,,
147528,Roman Adamov,71,A,187,Right,1,73.0,0.6900000000000001,62.0,65.0,57.0,77.0,,,,,,
147579,Vladimir Gabulov,77,GK,190,Right,0,,,,,,,76.0,77.0,78.0,81.0,59.0,76.0
147614,Roman Pavlyuchenko,78,A,188,Right,0,70.0,0.78,68.0,71.0,55.0,77.0,,,,,,
147620,Szabolcs Sáfár,66,GK,189,Right,0,,,,,,,64.0,65.0,60.0,66.0,51.0,72.0
147621,Alexandr Samedov,79,M,177,Right,1,81.0,0.68,80.0,79.0,57.0,60.0,,,,,,
147623,Alexandr Sheshukov,70,M,180,Right,0,69.0,0.52,66.0,65.0,70.0,74.0,,,,,,
147627,Dmitriy Torbinskiy,73,M,175,Left,1,84.0,0.65,72.0,71.0,55.0,59.0,,,,,,
147637,Petr Bystrov,69,M,180,Left,0,68.0,0.64,68.0,73.0,60.0,68.0,,,,,,
147652,Alexey Medvedev,71,A,178,Right,1,74.0,0.7000000000000001,52.0,69.0,57.0,77.0,,,,,,
147654,Samir Muratović,67,A,185,Right,0,60.0,0.66,65.0,66.0,64.0,66.0,,,,,,
147660,Sergey Ryzhikov,79,GK,194,Right,0,,,,,,,80.0,79.0,66.0,81.0,60.0,80.0
147694,Dmitriy Borodin,68,GK,188,Right,0,,,,,,,67.0,72.0,71.0,70.0,45.0,65.0
147700,Igor Lebedenko,71,A,182,Right,0,73.0,0.68,64.0,68.0,61.0,72.0,,,,,,
147708,Igor Semshov,78,M,170,Right,0,75.0,0.78,79.0,78.0,63.0,65.0,,,,,,
147712,Konstantin Zyryanov,79,M,176,Right,0,75.0,0.73,78.0,79.0,67.0,64.0,,,,,,
147715,Héctor Bracamonte,72,A,190,Right,1,71.0,0.68,66.0,63.0,64.0,77.0,,,,,,
147742,Ruslan Adzhindzhal,70,M,168,Right,0,54.0,0.68,67.0,69.0,42.0,62.0,,,,,,
147754,Denis Kolodin,74,D,186,Right,1,69.0,0.73,67.0,59.0,75.0,75.0,,,,,,
147777,Andrei Arshavin,83,A,172,Right,1,82.0,0.79,78.0,87.0,51.0,55.0,,,,,,
147779,Vladimir Bystrov,78,M,177,Right,1,94.0,0.68,78.0,77.0,58.0,59.0,,,,,,
147782,Igor Denisov,80,M,176,Right,0,80.0,0.7000000000000001,77.0,77.0,72.0,64.0,,,,,,
147786,Alexey Igonin,66,M,181,Right,0,51.0,0.55,65.0,64.0,66.0,56.0,,,,,,
147794,Vyacheslav Malafeev,79,GK,185,Right,0,,,,,,,76.0,77.0,81.0,83.0,46.0,81.0
147817,Shamil Lakhiyalov,69,M,175,Right,0,69.0,0.71,66.0,69.0,50.0,67.0,,,,,,
1479,Sebastian Schindzielorz,65,M,180,Right,0,64.0,0.5,54.0,46.0,66.0,65.0,,,,,,
147921,Ciprian Marica,73,A,185,Right,1,80.0,0.67,53.0,76.0,51.0,71.0,,,,,,
147964,Jon McKain,63,D,186,Right,0,63.0,0.4,48.0,43.0,64.0,69.0,,,,,,
148102,Vasili Khamutowski,65,GK,193,Right,0,,,,,,,63.0,64.0,57.0,69.0,36.0,62.0
148110,George Ogararu,66,D,178,Right,0,67.0,0.51,63.0,64.0,67.0,64.0,,,,,,
148119,Igor Akinfeev,84,GK,185,Right,1,,,,,,,88.0,80.0,82.0,89.0,56.0,78.0
148122,Vasiliy Berezutskiy,76,D,189,Right,0,57.0,0.43,61.0,46.0,78.0,78.0,,,,,,
148123,Alexey Berezutskiy,74,D,190,Left,1,71.0,0.51,68.0,60.0,77.0,76.0,,,,,,
148137,Ruslan Nakhushev,65,D,185,Left,0,71.0,0.64,61.0,61.0,68.0,61.0,,,,,,
148138,Ivica Olić,80,A,182,Left,0,78.0,0.76,65.0,77.0,60.0,73.0,,,,,,
148140,Elvir Rahimić,66,M,191,Right,0,45.0,0.5700000000000001,63.0,60.0,69.0,72.0,,,,,,
148143,Sergey Semak,76,M,178,Right,0,69.0,0.73,75.0,76.0,70.0,63.0,,,,,,
148144,Deividas Semberas,69,M,187,Right,0,67.0,0.61,66.0,64.0,68.0,72.0,,,,,,
148167,Oleg Kuzmin,71,D,175,Right,0,80.0,0.61,68.0,71.0,68.0,65.0,,,,,,
148196,Dmitry Bulykin,73,A,193,Right,1,70.0,0.67,52.0,55.0,61.0,64.0,,,,,,
148217,Alexandr Anyukov,81,D,178,Right,1,85.0,0.6900000000000001,78.0,74.0,69.0,71.0,,,,,,
148218,Anton Bober,65,M,182,Right,0,60.0,0.62,73.0,69.0,49.0,61.0,,,,,,
148224,Raúl Meireles,82,M,179,Right,1,69.0,0.8,81.0,79.0,73.0,71.0,,,,,,
148253,Renat Yanbaev,74,D,178,Right,1,82.0,0.59,76.0,72.0,69.0,63.0,,,,,,
148258,Ivan Cherenchikov,66,D,187,Right,0,64.0,0.54,64.0,58.0,70.0,66.0,,,,,,
148302,Liedson,83,A,174,Right,1,83.0,0.78,70.0,81.0,56.0,81.0,,,,,,
148365,Andrei Cristea,66,A,179,Right,0,72.0,0.68,62.0,62.0,53.0,66.0,,,,,,
148402,Dimitar Makriev,67,A,191,Right,0,63.0,0.64,55.0,58.0,51.0,69.0,,,,,,
148410,Adrian Sikora,64,A,170,Right,1,86.0,0.62,55.0,55.0,44.0,72.0,,,,,,
148423,Sebastian Mila,67,M,178,Left,1,46.0,0.65,79.0,60.0,51.0,57.0,,,,,,
148426,Andrzej Niedzielan,64,A,180,Left,1,78.0,0.63,53.0,61.0,46.0,58.0,,,,,,
148430,Sebastian Przyrowski,61,GK,193,Right,0,,,,,,,66.0,53.0,48.0,63.0,48.0,62.0
148434,Radosław Sobolewski,69,M,182,Right,0,31.0,0.5700000000000001,64.0,46.0,74.0,61.0,,,,,,
148442,Grzegorz Fonfara,62,D,176,Right,0,73.0,0.46,52.0,67.0,60.0,69.0,,,,,,
148464,Rafał Grzelak,58,M,176,Left,0,72.0,0.46,51.0,59.0,52.0,43.0,,,,,,
148470,Łukasz Madej,64,M,176,Right,1,77.0,0.56,62.0,63.0,54.0,59.0,,,,,,
148478,Bartosz Ślusarski,63,A,186,Right,0,69.0,0.61,49.0,52.0,55.0,67.0,,,,,,
148480,Błażej Telichowski,53,D,187,Left,0,69.0,0.48,49.0,60.0,58.0,57.0,,,,,,
148510,Wojciech Grzyb,64,M,175,Right,0,70.0,0.54,63.0,59.0,60.0,56.0,,,,,,
148514,Dariusz Kłus,62,M,187,Left,0,65.0,0.45,54.0,50.0,67.0,65.0,,,,,,
148526,Paweł Kieszek,69,GK,187,Right,0,,,,,,,69.0,70.0,62.0,68.0,50.0,69.0
148544,Patryk Rachwał,58,M,176,Right,0,64.0,0.55,58.0,57.0,58.0,51.0,,,,,,
148557,Ireneusz Jeleń,79,A,184,Right,0,74.0,0.78,68.0,71.0,56.0,74.0,,,,,,
148564,Sławomir Peszko,74,M,173,Right,1,87.0,0.66,70.0,76.0,47.0,47.0,,,,,,
148569,Marcin Wasilewski,69,D,186,Right,0,57.0,0.54,58.0,41.0,76.0,75.0,,,,,,
148572,Adrian Mrowiec,64,M,190,Right,0,62.0,0.54,60.0,63.0,68.0,69.0,,,,,,
148622,Danny Koevermans,72,A,191,Right,1,47.0,0.72,56.0,54.0,61.0,76.0,,,,,,
148624,Evgeniy Levchenko,67,M,187,Left,0,66.0,0.64,67.0,63.0,68.0,65.0,,,,,,
148625,David Mendes da Silva,71,M,186,Right,0,70.0,0.6,68.0,70.0,74.0,72.0,,,,,,
148634,Brian Vandenbussche,67,GK,196,Left,0,,,,,,,70.0,66.0,64.0,67.0,50.0,67.0
148635,Davy De Fauw,68,D,186,Right,0,68.0,0.58,68.0,60.0,68.0,66.0,,,,,,
148673,Tom Høgli,72,D,175,Right,0,71.0,0.5,66.0,54.0,73.0,61.0,,,,,,
148684,Ali Al-Habsi,76,GK,194,Right,0,,,,,,,80.0,75.0,77.0,78.0,41.0,77.0
148696,Espen Ruud,70,D,184,Right,0,78.0,0.5700000000000001,70.0,63.0,72.0,74.0,,,,,,
148706,Seyi Olofinjana,68,M,193,Right,0,62.0,0.53,65.0,58.0,71.0,72.0,,,,,,
148711,Luisão,82,D,192,Right,1,37.0,0.59,65.0,60.0,84.0,74.0,,,,,,
148715,João Pereira,78,D,172,Right,0,85.0,0.68,76.0,80.0,70.0,66.0,,,,,,
148720,Henning Hauger,75,M,179,Right,0,67.0,0.6,68.0,59.0,73.0,67.0,,,,,,
148743,Raio Piiroja,67,D,190,Right,0,58.0,0.4,38.0,23.0,70.0,76.0,,,,,,
148745,Kjetil Wæhler,70,D,183,Right,0,59.0,0.39,42.0,25.0,72.0,75.0,,,,,,
148751,Jarosław Bieniuk,63,D,192,Right,0,49.0,0.36,52.0,39.0,67.0,60.0,,,,,,
148756,Dariusz Dudka,72,M,182,Right,1,67.0,0.6,73.0,66.0,75.0,73.0,,,,,,
148765,Szymon Sawala,60,M,184,Right,0,62.0,0.53,51.0,66.0,57.0,54.0,,,,,,
148771,Marek Zieńczuk,63,M,183,Left,1,60.0,0.6,65.0,60.0,55.0,58.0,,,,,,
148803,Klaas Jan Huntelaar,82,A,186,Right,1,70.0,0.8200000000000001,58.0,70.0,55.0,76.0,,,,,,
148808,Marcel Meeuwis,70,M,172,Left,0,64.0,0.62,69.0,64.0,68.0,66.0,,,,,,
148810,Darl Douglas,68,A,172,Right,0,73.0,0.62,60.0,75.0,56.0,57.0,,,,,,
148811,Tim Gilissen,67,M,175,Left,0,66.0,0.47000000000000003,68.0,68.0,64.0,59.0,,,,,,
148817,Mark Looms,66,D,192,Left,0,58.0,0.25,49.0,58.0,70.0,62.0,,,,,,
148820,Yuri Rose,63,M,187,Right,0,37.0,0.61,61.0,58.0,68.0,64.0,,,,,,
148828,Brian van Loo,69,GK,198,Left,0,,,,,,,77.0,71.0,70.0,67.0,32.0,63.0
148839,Paul Verhaegh,72,D,178,Right,0,77.0,0.47000000000000003,66.0,73.0,70.0,68.0,,,,,,
148854,Ruben Schaken,65,A,172,Right,0,77.0,0.56,51.0,69.0,44.0,55.0,,,,,,
148881,Paul Beekmans,61,M,190,Left,0,62.0,0.44,54.0,53.0,63.0,61.0,,,,,,
148890,Berry Powel,64,A,185,Right,1,62.0,0.63,46.0,55.0,58.0,69.0,,,,,,
148898,Koen van de Laak,67,M,182,Right,0,68.0,0.63,64.0,67.0,60.0,66.0,,,,,,
148994,Erik Heijblok,65,GK,196,Right,0,,,,,,,65.0,66.0,66.0,63.0,43.0,67.0
149027,Sergio van Dijk,70,A,185,Left,1,62.0,0.72,46.0,59.0,56.0,85.0,,,,,,
149064,Cristian Molinaro,73,D,182,Left,1,83.0,0.58,72.0,74.0,73.0,64.0,,,,,,
149066,Samuele Olivi,64,D,183,Right,0,48.0,0.31,41.0,43.0,65.0,67.0,,,,,,
149067,Armando Perna,64,D,184,Right,1,62.0,0.36,38.0,39.0,70.0,67.0,,,,,,
14907,Albano Bizzarri,73,GK,188,Right,1,,,,,,,74.0,72.0,70.0,72.0,51.0,76.0
149073,Gianluca Comotto,71,D,181,Right,0,61.0,0.59,70.0,64.0,72.0,66.0,,,,,,
149077,Reginaldo,71,A,175,Right,1,84.0,0.65,65.0,71.0,58.0,62.0,,,,,,
149086,Jeda,72,A,176,Right,1,79.0,0.64,58.0,76.0,47.0,73.0,,,,,,
149129,Nicolás Córdova,66,M,175,Right,0,57.0,0.54,70.0,61.0,61.0,48.0,,,,,,
149136,Gennaro Delvecchio,67,M,191,Right,0,55.0,0.65,67.0,60.0,71.0,71.0,,,,,,
149147,Guglielmo Stendardo,74,D,190,Right,1,48.0,0.42,50.0,35.0,80.0,67.0,,,,,,
149153,Paul Codrea,67,M,174,Right,0,67.0,0.64,69.0,63.0,66.0,62.0,,,,,,
14916,Juan Pablo Ángel,71,A,184,Right,1,58.0,0.71,48.0,70.0,55.0,75.0,,,,,,
149165,Marco Biagianti,74,M,180,Right,1,68.0,0.64,73.0,71.0,72.0,63.0,,,,,,
149182,Luis Helguera,67,M,181,Right,0,41.0,0.58,60.0,49.0,68.0,58.0,,,,,,
149184,Christian Maggio,80,M,184,Right,1,84.0,0.72,79.0,75.0,76.0,84.0,,,,,,
149185,Francesco Magnanelli,64,M,177,Right,0,73.0,0.5700000000000001,64.0,61.0,60.0,58.0,,,,,,
149194,Massimiliano Scaglia,60,D,183,Left,0,60.0,0.44,55.0,54.0,65.0,53.0,,,,,,
149196,Andrea Soncin,63,A,174,Right,1,76.0,0.59,50.0,62.0,52.0,60.0,,,,,,
149215,Angelo Iorio,65,D,180,Right,0,59.0,0.42,45.0,44.0,66.0,70.0,,,,,,
149217,Giuseppe Mascara,77,A,175,Right,0,73.0,0.78,76.0,80.0,58.0,69.0,,,,,,
149218,Marco Rossi,75,M,179,Right,0,70.0,0.67,78.0,75.0,69.0,65.0,,,,,,
149224,Emanuele Calaió,72,A,179,Left,1,68.0,0.7000000000000001,50.0,69.0,53.0,78.0,,,,,,
149231,Taddei,76,M,177,Right,0,74.0,0.72,72.0,79.0,63.0,63.0,,,,,,
149237,Massimo Loviso,63,M,177,Right,0,73.0,0.5700000000000001,63.0,61.0,62.0,62.0,,,,,,
149241,Abderrazzak Jadid,66,M,175,Right,0,65.0,0.66,67.0,70.0,57.0,48.0,,,,,,
149242,Matuzalém,77,M,175,Left,0,67.0,0.6900000000000001,80.0,76.0,70.0,62.0,,,,,,
149247,Antonio Buscè,67,M,182,Right,0,54.0,0.61,69.0,66.0,68.0,61.0,,,,,,
149258,Alex Cordaz,64,GK,188,Left,1,,,,,,,63.0,63.0,57.0,70.0,58.0,66.0
149260,Isah Abdulahi Eliakwu,62,A,172,Right,1,75.0,0.59,46.0,63.0,50.0,60.0,,,,,,
149263,Luciano,66,M,181,Right,0,52.0,0.62,71.0,66.0,58.0,58.0,,,,,,
149269,Alessandro Potenza,71,D,185,Right,0,68.0,0.5,66.0,61.0,71.0,69.0,,,,,,
149270,Carl Valeri,66,M,176,Right,0,65.0,0.52,70.0,61.0,64.0,65.0,,,,,,
